petition_id,abstract_length,label_length,numberOfSignatures
4525,53,4,134
4526,50,10,134
4527,38,10,134
4528,50,12,134
4529,42,13,134
4530,34,10,134
4531,14,12,134
4532,39,13,134
4533,19,11,133
4534,42,14,133
4535,46,10,133
4536,48,11,133
4537,22,15,133
4538,53,11,133
4539,41,11,133
4540,50,13,133
4541,38,8,133
4542,52,14,133
4543,38,7,133
4544,51,15,133
4545,31,13,133
4546,47,12,133
4547,52,12,133
4548,43,6,133
4549,52,6,132
4550,43,10,132
4551,46,7,132
4552,39,5,132
4553,42,11,132
4554,45,11,132
4555,40,11,132
4556,43,3,132
4557,49,8,132
4558,54,11,132
4559,52,15,132
4560,47,10,132
4561,39,9,132
4562,49,12,131
4563,50,13,131
4564,46,11,131
4565,47,9,131
4566,51,12,131
4567,45,12,131
4568,54,11,131
4569,48,13,131
4570,46,11,131
4571,47,13,131
4572,49,12,131
4573,51,13,131
4574,40,7,131
4575,45,10,131
4576,44,10,131
4577,53,13,130
4578,35,9,130
4579,48,16,130
4580,53,11,130
4581,51,12,130
4582,52,10,130
4583,55,16,130
4584,50,13,130
4585,25,8,130
4586,52,5,130
4587,50,13,130
4588,58,14,130
4589,51,9,130
4590,45,12,129
4591,56,14,129
4592,39,8,129
4593,52,10,129
4594,46,12,129
4595,56,14,129
4596,43,11,129
4597,50,10,129
4598,52,12,129
4599,42,8,129
4600,47,10,128
4601,43,11,128
4602,49,15,128
4603,17,8,128
4604,51,13,128
4605,46,12,128
4606,51,12,128
4607,42,12,128
4608,39,10,128
4609,48,15,128
4610,43,9,128
4611,50,12,128
4612,51,11,128
4613,48,8,127
4614,62,6,127
4615,50,12,127
4616,48,12,127
4617,24,14,127
4618,50,9,127
4619,45,11,127
4620,47,12,127
4621,49,8,127
4622,14,9,127
4623,51,12,127
4624,57,12,127
4625,50,12,127
4626,48,13,126
4627,45,12,126
4628,46,7,126
4629,55,15,126
4630,8,8,126
4631,50,11,125
4632,47,9,125
4633,18,9,125
4634,53,11,125
4635,50,11,125
4636,40,8,125
4637,52,6,125
4638,40,9,125
4639,21,11,125
4640,57,14,125
4641,49,5,125
4642,35,12,125
4643,56,17,125
4644,53,7,125
4645,42,11,124
4646,50,11,124
4647,30,13,124
4648,46,12,124
4649,42,7,124
4650,47,12,124
4651,45,7,124
4652,53,14,124
4653,33,15,124
4654,47,12,124
4655,50,11,124
4656,35,7,124
4657,47,11,124
4658,48,12,124
4659,53,13,124
4660,47,9,123
4661,52,8,123
4662,55,13,123
4663,53,13,123
4664,49,6,123
4665,49,14,123
4666,23,13,123
4667,54,8,123
4668,55,12,123
4669,40,17,123
4670,47,13,123
4671,39,11,123
4672,51,11,123
4673,46,7,123
4674,43,13,123
4675,51,14,122
4676,50,13,122
4677,51,10,122
4678,46,11,122
4679,47,13,122
4680,43,11,122
4681,45,11,122
4682,28,10,122
4683,49,6,122
4684,24,15,122
4685,49,9,122
4686,50,10,122
4687,29,12,122
4688,41,6,122
4689,50,5,122
4690,59,9,121
4691,52,11,121
4692,51,8,121
4693,36,12,121
4694,32,9,121
4695,50,10,121
4696,51,13,121
4697,45,12,121
4698,51,12,121
4699,57,14,121
4700,56,12,121
4701,52,14,121
4702,42,9,121
4703,45,11,121
4704,46,12,121
4705,52,10,121
4706,46,3,121
4707,40,17,121
4708,43,9,120
4709,46,11,120
4710,55,8,120
4711,44,7,120
4712,48,13,120
4713,51,12,120
4714,46,13,120
4715,51,13,120
4716,33,12,120
4717,51,10,120
4718,43,10,120
4719,28,7,120
4720,48,14,120
4721,49,13,120
4722,28,12,120
4723,39,12,120
4724,38,13,119
4725,51,10,119
4726,34,16,119
4727,51,13,119
4728,56,7,119
4729,50,11,119
4730,57,13,119
4731,45,9,119
4732,53,11,119
4733,50,15,119
4734,51,15,119
4735,52,12,119
4736,52,15,119
4737,26,7,119
4738,44,13,119
4739,42,10,119
4740,19,13,119
4741,40,8,119
4742,18,12,118
4743,53,12,118
4744,48,12,118
4745,43,8,118
4746,53,10,118
4747,32,6,118
4748,36,9,118
4749,52,10,118
4750,46,11,118
4751,42,14,118
4752,48,7,117
4753,39,8,117
4754,28,10,117
4755,51,12,117
4756,42,15,117
4757,40,12,117
4758,43,14,117
4759,50,8,117
4760,54,11,117
4761,49,11,117
4762,23,12,117
4763,21,10,117
4764,44,10,116
4765,51,8,116
4766,56,10,116
4767,32,9,116
4768,46,10,116
4769,52,9,116
4770,30,11,116
4771,53,15,116
4772,25,12,116
4773,37,14,116
4774,51,7,116
4775,53,11,116
4776,18,15,116
4777,47,12,115
4778,34,16,115
4779,49,8,115
4780,55,5,115
4781,52,14,115
4782,27,9,115
4783,39,10,115
4784,28,5,115
4785,43,11,115
4786,44,8,115
4787,50,13,115
4788,49,8,115
4789,47,12,114
4790,50,10,114
4791,41,10,114
4792,24,10,114
4793,49,12,114
4794,40,12,114
4795,46,7,114
4796,34,7,114
4797,53,12,114
4798,53,11,114
4799,44,9,114
4800,45,13,114
4801,55,10,114
4802,40,13,113
4803,36,11,113
4804,52,12,113
4805,48,10,113
4806,52,10,113
4807,42,13,113
4808,24,11,113
4809,53,12,113
4810,51,8,113
4811,49,11,113
4812,47,14,113
4813,35,9,113
4814,44,6,113
4815,51,12,113
4816,48,8,113
4817,42,10,112
4818,33,7,112
4819,49,6,112
4820,50,11,112
4821,53,14,112
4822,29,11,112
4823,42,12,112
4824,45,12,112
4825,51,9,112
4826,54,11,112
4827,53,15,112
4828,41,13,112
4829,54,14,112
4830,53,16,112
4831,44,12,112
4832,48,12,112
4833,41,10,112
4834,43,14,112
4835,29,13,111
4836,42,9,111
4837,51,8,111
4838,50,9,111
4839,51,14,111
4840,56,12,111
4841,50,10,111
4842,49,13,111
4843,41,12,111
4844,46,11,111
4845,44,15,111
4846,54,13,111
4847,44,11,110
4848,52,5,110
4849,52,12,110
4850,40,11,110
4851,52,9,110
4852,21,6,110
4853,51,13,110
4854,50,13,110
4855,55,10,110
4856,25,6,110
4857,48,10,110
4858,42,9,110
4859,51,7,110
4860,20,15,110
4861,46,12,110
4862,39,8,110
4863,34,8,109
4864,23,12,109
4865,51,10,109
4866,57,5,109
4867,51,11,109
4868,47,13,109
4869,49,6,109
4870,55,10,109
4871,11,6,109
4872,47,8,109
4873,44,10,109
4874,51,10,109
4875,49,9,109
4876,37,10,109
4877,51,13,109
4878,41,9,109
4879,18,5,108
4880,45,8,108
4881,49,12,108
4882,59,8,108
4883,43,10,108
4884,53,11,108
4885,46,9,108
4886,44,10,108
4887,50,11,107
4888,47,5,107
4889,43,12,107
4890,56,12,107
4891,50,4,107
4892,45,13,107
4893,45,9,107
4894,50,9,107
4895,40,7,107
4896,55,10,107
4897,52,14,107
4898,46,10,107
4899,40,12,107
4900,50,10,107
4901,44,15,106
4902,55,10,106
4903,54,14,106
4904,51,12,106
4905,41,9,106
4906,48,11,106
4907,54,16,106
4908,50,11,106
4909,45,13,106
4910,51,14,106
4911,8,5,106
4912,35,11,106
4913,47,11,106
4914,22,11,106
4915,54,11,106
4916,34,10,105
4917,54,10,105
4918,47,12,105
4919,51,15,105
4920,44,6,105
4921,46,12,105
4922,47,10,105
4923,32,12,105
4924,51,13,105
4925,46,15,105
4926,43,8,105
4927,37,14,105
4928,53,15,105
4929,34,6,105
4930,49,6,105
4931,37,8,105
4932,46,14,104
4933,32,8,104
4934,46,15,104
4935,38,10,104
4936,43,14,104
4937,46,12,104
4938,47,12,104
4939,45,13,104
4940,57,12,104
4941,50,6,104
4942,45,6,104
4943,34,9,104
4944,31,6,104
4945,15,5,104
4946,26,9,104
4947,45,10,104
4948,44,12,104
4949,34,7,104
4950,29,14,103
4951,45,11,103
4952,58,13,103
4953,52,12,103
4954,39,10,103
4955,60,11,103
4956,51,13,103
4957,46,10,103
4958,50,10,103
4959,53,14,103
4960,52,14,103
4961,51,14,103
4962,30,10,102
4963,49,12,102
4964,43,13,102
4965,45,11,102
4966,47,11,102
4967,61,15,102
4968,60,11,102
4969,43,14,102
4970,38,5,102
4971,55,9,102
4972,53,11,102
4973,24,13,102
4974,44,7,102
4975,48,12,102
4976,44,2,102
4977,54,9,102
4978,58,16,102
4979,38,10,102
4980,57,10,102
4981,51,11,102
4982,36,12,102
4983,39,14,102
4984,54,11,102
4985,50,11,102
4986,39,8,102
4987,45,5,102
4988,38,13,101
4989,40,13,101
4990,43,12,101
4991,48,13,101
4992,46,12,101
4993,16,12,101
4994,57,8,101
4995,39,8,101
4996,48,14,101
4997,48,11,101
4998,48,11,101
4999,49,14,101
5000,43,11,101
5001,29,14,101
5002,17,11,101
5003,47,12,100
5004,43,11,100
5005,42,15,100
5006,52,14,100
5007,49,11,100
5008,47,11,100
5009,42,11,100
5010,46,13,100
5011,44,15,100
5012,49,12,100
5013,42,15,100
5014,44,9,100
5015,50,13,100
5016,36,16,100
5017,50,10,100
5018,44,8,99
5019,47,14,99
5020,48,11,99
5021,53,3,99
5022,59,11,99
5023,28,16,99
5024,49,11,99
5025,32,5,99
5026,50,8,99
5027,56,6,99
5028,44,11,99
5029,44,12,99
5030,46,12,99
5031,42,14,99
5032,34,8,99
5033,49,6,99
5034,49,14,99
5035,35,8,99
5036,44,13,98
5037,50,10,98
5038,54,9,98
5039,36,10,98
5040,24,12,98
5041,49,13,98
5042,46,12,98
5043,50,11,98
5044,43,10,98
5045,52,14,98
5046,35,14,98
5047,57,13,98
5048,52,9,98
5049,42,12,98
5050,61,8,98
5051,56,12,98
5052,39,14,98
5053,58,13,98
5054,45,6,98
5055,48,14,98
5056,56,15,97
5057,39,12,97
5058,47,6,97
5059,43,14,97
5060,46,14,97
5061,49,11,97
5062,48,6,97
5063,52,14,97
5064,50,12,97
5065,45,11,97
5066,42,13,97
5067,49,12,97
5068,42,12,97
5069,46,15,97
5070,46,16,97
5071,47,13,97
5072,43,11,97
5073,45,11,97
5074,48,11,97
5075,25,11,97
5076,48,12,97
5077,54,12,96
5078,37,11,96
5079,34,10,96
5080,49,9,96
5081,27,11,96
5082,45,11,96
5083,48,10,96
5084,48,10,96
5085,48,12,96
5086,44,7,96
5087,50,14,96
5088,37,11,96
5089,47,10,96
5090,41,7,96
5091,50,12,96
5092,55,14,96
5093,48,14,96
5094,47,10,96
5095,33,13,96
5096,50,10,96
5097,54,12,96
5098,51,9,96
5099,46,14,96
5100,26,4,96
5101,61,15,95
5102,19,11,95
5103,52,15,95
5104,47,10,95
5105,42,8,95
5106,13,8,95
5107,51,9,95
5108,50,11,95
5109,43,5,95
5110,50,11,95
5111,10,7,95
5112,47,15,95
5113,48,12,95
5114,48,14,95
5115,45,11,95
5116,45,13,95
5117,40,10,95
5118,47,15,95
5119,30,10,95
5120,45,11,95
5121,48,7,95
5122,49,14,95
5123,47,12,95
5124,52,12,95
5125,49,10,95
5126,41,7,95
5127,53,10,95
5128,50,13,95
5129,49,13,95
5130,53,14,94
5131,33,7,94
5132,51,8,94
5133,30,6,94
5134,49,13,94
5135,44,11,94
5136,49,13,94
5137,47,11,94
5138,47,6,94
5139,42,12,94
5140,44,13,94
5141,24,13,94
5142,50,13,94
5143,41,11,94
5144,38,16,94
5145,43,14,94
5146,50,12,94
5147,47,9,94
5148,43,10,94
5149,54,13,94
5150,29,2,94
5151,54,12,94
5152,47,10,94
5153,18,9,94
5154,47,14,94
5155,41,10,94
5156,39,13,93
5157,49,12,93
5158,52,9,93
5159,41,9,93
5160,28,12,93
5161,49,10,93
5162,50,13,93
5163,58,11,93
5164,49,9,93
5165,46,9,93
5166,50,13,93
5167,50,12,93
5168,36,11,93
5169,41,9,93
5170,58,14,93
5171,54,13,93
5172,54,8,93
5173,17,10,93
5174,48,12,93
5175,49,12,93
5176,7,14,93
5177,45,3,93
5178,51,12,93
5179,50,10,93
5180,33,10,93
5181,28,12,93
5182,45,11,92
5183,48,7,92
5184,47,13,92
5185,56,15,92
5186,49,14,92
5187,51,7,92
5188,38,9,92
5189,50,12,92
5190,30,14,92
5191,59,9,92
5192,38,5,92
5193,46,12,92
5194,45,6,92
5195,27,14,92
5196,61,15,92
5197,57,13,91
5198,45,13,91
5199,46,6,91
5200,20,9,91
5201,36,15,91
5202,51,9,91
5203,42,13,91
5204,47,10,91
5205,51,5,91
5206,43,10,91
5207,48,14,91
5208,7,9,91
5209,51,8,91
5210,56,13,91
5211,43,11,91
5212,45,13,91
5213,53,14,91
5214,53,12,91
5215,45,14,91
5216,28,14,91
5217,46,15,91
5218,55,7,90
5219,49,14,90
5220,42,11,90
5221,29,9,90
5222,28,14,90
5223,34,11,90
5224,50,13,90
5225,48,11,90
5226,49,11,90
5227,47,12,90
5228,37,14,90
5229,39,13,90
5230,41,11,90
5231,26,12,90
5232,35,7,90
5233,57,11,90
5234,56,12,90
5235,46,11,90
5236,48,9,90
5237,54,11,90
5238,47,11,89
5239,49,11,89
5240,53,10,89
5241,49,11,89
5242,52,12,89
5243,52,13,89
5244,41,4,89
5245,39,14,89
5246,44,6,89
5247,26,10,89
5248,14,10,89
5249,49,11,89
5250,53,12,89
5251,52,10,89
5252,37,12,89
5253,48,15,89
5254,51,12,89
5255,48,14,89
5256,41,11,89
5257,49,7,88
5258,24,12,88
5259,49,6,88
5260,43,10,88
5261,43,13,88
5262,40,11,88
5263,50,6,88
5264,46,10,88
5265,46,12,88
5266,50,10,88
5267,48,12,88
5268,50,14,88
5269,50,14,88
5270,47,9,87
5271,48,12,87
5272,46,9,87
5273,51,13,87
5274,53,14,87
5275,49,12,87
5276,50,13,87
5277,45,9,87
5278,27,2,87
5279,53,7,87
5280,43,11,87
5281,24,5,87
5282,41,10,87
5283,51,9,87
5284,52,11,87
5285,38,13,87
5286,47,12,87
5287,48,15,87
5288,26,10,87
5289,48,10,86
5290,43,14,86
5291,42,13,86
5292,43,12,86
5293,49,10,86
5294,53,5,86
5295,47,9,86
5296,47,12,86
5297,41,6,86
5298,40,11,86
5299,48,11,86
5300,43,11,86
5301,49,13,86
5302,45,10,86
5303,47,10,86
5304,40,10,86
5305,55,12,86
5306,54,13,86
5307,41,10,86
5308,28,13,86
5309,49,9,86
5310,45,10,86
5311,57,13,86
5312,54,13,86
5313,61,10,86
5314,53,11,86
5315,45,10,86
5316,54,15,86
5317,47,14,85
5318,55,9,85
5319,42,10,85
5320,42,7,85
5321,52,9,85
5322,51,14,85
5323,46,15,85
5324,54,13,85
5325,46,8,85
5326,35,10,85
5327,54,13,85
5328,28,13,85
5329,43,13,85
5330,57,14,85
5331,53,11,84
5332,45,12,84
5333,46,12,84
5334,36,7,84
5335,52,9,84
5336,52,14,84
5337,44,6,84
5338,48,9,84
5339,53,10,84
5340,39,15,84
5341,52,11,84
5342,45,8,84
5343,37,10,84
5344,38,9,84
5345,36,6,84
5346,48,10,84
5347,48,9,84
5348,55,8,84
5349,56,12,84
5350,53,8,84
5351,44,13,83
5352,45,11,83
5353,44,10,83
5354,44,12,83
5355,33,7,83
5356,48,11,83
5357,51,14,83
5358,42,11,83
5359,46,13,83
5360,44,13,83
5361,47,10,83
5362,45,13,83
5363,45,7,83
5364,23,15,83
5365,51,12,83
5366,45,12,83
5367,31,10,83
5368,50,14,83
5369,31,9,83
5370,22,12,83
5371,47,16,83
5372,45,4,83
5373,27,12,83
5374,45,5,83
5375,59,16,83
5376,31,12,83
5377,50,9,83
5378,44,10,83
5379,22,7,83
5380,41,10,83
5381,59,12,82
5382,51,13,82
5383,52,11,82
5384,25,11,82
5385,42,11,82
5386,36,11,82
5387,14,9,82
5388,55,13,82
5389,41,11,82
5390,47,9,82
5391,49,4,82
5392,42,11,82
5393,45,9,82
5394,34,14,82
5395,46,13,82
5396,30,11,82
5397,52,13,82
5398,42,11,82
5399,48,13,82
5400,50,11,82
5401,42,11,82
5402,51,15,82
5403,53,16,82
5404,51,11,82
5405,56,14,81
5406,27,14,81
5407,54,14,81
5408,4,6,81
5409,44,12,81
5410,39,8,81
5411,43,10,81
5412,58,11,81
5413,52,9,81
5414,50,11,81
5415,30,11,81
5416,45,13,81
5417,57,13,81
5418,34,8,81
5419,56,7,81
5420,48,13,81
5421,53,12,81
5422,49,4,81
5423,53,11,81
5424,53,15,81
5425,51,13,81
5426,54,9,81
5427,46,11,81
5428,49,12,81
5429,50,6,81
5430,46,7,81
5431,49,9,81
5432,51,16,81
5433,36,12,81
5434,51,15,81
5435,33,9,81
5436,48,11,80
5437,22,9,80
5438,53,9,80
5439,46,12,80
5440,46,13,80
5441,31,9,80
5442,50,11,80
5443,27,11,80
5444,42,8,80
5445,42,11,80
5446,50,14,80
5447,49,14,80
5448,36,8,80
5449,43,4,80
5450,53,14,80
5451,56,15,80
5452,46,8,80
5453,26,9,80
5454,53,13,80
5455,40,12,80
5456,51,8,80
5457,48,11,80
5458,51,10,80
5459,47,11,79
5460,53,15,79
5461,55,10,79
5462,22,13,79
5463,12,9,79
5464,55,10,79
5465,34,3,79
5466,48,9,79
5467,41,17,79
5468,46,12,79
5469,46,9,79
5470,42,9,79
5471,47,12,79
5472,51,14,79
5473,13,12,79
5474,54,11,79
5475,44,11,79
5476,48,8,79
5477,36,11,79
5478,51,11,79
5479,19,6,79
5480,37,12,79
5481,46,11,79
5482,33,13,79
5483,49,7,78
5484,35,12,78
5485,48,12,78
5486,53,11,78
5487,54,11,78
5488,53,14,78
5489,46,11,78
5490,19,6,78
5491,54,11,78
5492,39,12,78
5493,35,12,78
5494,50,9,78
5495,56,11,78
5496,49,11,78
5497,52,14,78
5498,15,6,78
5499,48,10,78
5500,31,13,78
5501,39,5,78
5502,44,9,78
5503,47,13,78
5504,39,7,78
5505,42,6,78
5506,54,13,78
5507,51,11,77
5508,54,12,77
5509,44,12,77
5510,45,13,77
5511,55,12,77
5512,51,11,77
5513,49,12,77
5514,40,11,77
5515,35,14,77
5516,38,9,77
5517,51,12,77
5518,52,11,77
5519,44,8,77
5520,55,14,77
5521,41,14,77
5522,43,10,77
5523,44,12,77
5524,49,12,77
5525,48,12,77
5526,52,10,77
5527,51,10,77
5528,51,9,77
5529,52,15,77
5530,30,9,77
5531,34,13,77
5532,50,13,76
5533,49,10,76
5534,41,10,76
5535,54,8,76
5536,53,15,76
5537,53,13,76
5538,28,9,76
5539,41,14,76
5540,30,10,76
5541,42,7,76
5542,51,8,76
5543,48,9,76
5544,41,6,76
5545,43,10,76
5546,48,13,76
5547,49,8,76
5548,49,14,76
5549,49,12,76
5550,34,13,76
5551,49,14,76
5552,43,11,76
5553,27,10,76
5554,19,14,76
5555,53,14,76
5556,48,12,76
5557,52,10,75
5558,46,13,75
5559,54,12,75
5560,48,10,75
5561,31,14,75
5562,50,14,75
5563,46,4,75
5564,51,10,75
5565,40,12,75
5566,48,10,75
5567,47,11,75
5568,48,11,75
5569,44,12,75
5570,36,14,75
5571,48,13,75
5572,40,11,75
5573,56,11,75
5574,38,10,75
5575,48,11,75
5576,49,6,75
5577,52,14,75
5578,43,14,75
5579,49,10,75
5580,50,8,75
5581,49,10,75
5582,43,13,75
5583,25,8,75
5584,44,9,74
5585,50,7,74
5586,48,4,74
5587,56,13,74
5588,54,15,74
5589,42,7,74
5590,21,9,74
5591,20,11,74
5592,51,11,74
5593,48,6,74
5594,48,16,74
5595,50,11,74
5596,35,10,74
5597,43,9,74
5598,51,13,74
5599,52,13,74
5600,50,13,74
5601,46,13,74
5602,48,9,74
5603,47,10,74
5604,44,4,74
5605,55,9,74
5606,30,4,74
5607,40,12,74
5608,56,12,74
5609,53,14,73
5610,22,8,73
5611,47,7,73
5612,20,11,73
5613,47,7,73
5614,43,10,73
5615,47,10,73
5616,51,9,73
5617,48,15,73
5618,48,8,73
5619,57,12,73
5620,50,11,73
5621,30,10,73
5622,54,12,73
5623,51,13,73
5624,56,11,73
5625,41,11,73
5626,44,9,73
5627,54,13,73
5628,41,12,73
5629,48,9,73
5630,41,7,73
5631,51,10,73
5632,48,13,73
5633,56,13,73
5634,50,4,73
5635,53,11,72
5636,54,10,72
5637,50,14,72
5638,49,7,72
5639,49,14,72
5640,44,12,72
5641,48,13,72
5642,45,8,72
5643,51,5,72
5644,50,13,72
5645,54,11,72
5646,49,11,72
5647,46,15,72
5648,35,9,72
5649,59,8,72
5650,39,15,72
5651,45,12,72
5652,55,10,72
5653,12,9,72
5654,32,10,72
5655,54,13,72
5656,48,9,72
5657,49,13,72
5658,42,11,72
5659,39,13,72
5660,43,12,72
5661,39,10,72
5662,40,6,72
5663,53,13,72
5664,30,10,72
5665,16,6,72
5666,51,10,72
5667,40,13,72
5668,54,15,72
5669,52,14,71
5670,36,9,71
5671,33,14,71
5672,38,9,71
5673,46,6,71
5674,46,14,71
5675,42,10,71
5676,45,7,71
5677,41,10,71
5678,50,11,71
5679,49,18,71
5680,55,9,71
5681,55,13,71
5682,43,12,71
5683,53,12,71
5684,52,13,71
5685,50,5,71
5686,44,7,71
5687,48,11,71
5688,47,13,71
5689,55,16,71
5690,41,12,71
5691,48,15,71
5692,46,8,71
5693,32,11,71
5694,52,12,71
5695,54,12,71
5696,50,11,71
5697,50,8,71
5698,40,13,71
5699,50,14,70
5700,44,10,70
5701,47,8,70
5702,23,7,70
5703,27,9,70
5704,45,13,70
5705,55,13,70
5706,48,14,70
5707,38,9,70
5708,46,12,70
5709,45,7,70
5710,53,8,70
5711,36,7,70
5712,52,13,70
5713,43,13,70
5714,44,13,70
5715,48,10,70
5716,51,6,70
5717,46,8,70
5718,56,8,70
5719,43,5,70
5720,45,12,70
5721,49,9,70
5722,54,9,70
5723,49,7,70
5724,43,13,70
5725,57,8,70
5726,43,9,70
5727,48,12,70
5728,56,15,70
5729,54,13,70
5730,51,8,70
5731,42,7,70
5732,55,9,70
5733,43,9,70
5734,44,8,70
5735,47,12,70
5736,40,7,70
5737,46,12,69
5738,53,12,69
5739,49,7,69
5740,44,10,69
5741,50,12,69
5742,55,11,69
5743,34,11,69
5744,48,14,69
5745,47,13,69
5746,51,13,69
5747,47,16,69
5748,32,7,69
5749,26,6,69
5750,19,6,69
5751,50,13,69
5752,51,12,69
5753,11,9,69
5754,23,13,69
5755,47,13,69
5756,45,14,69
5757,43,11,69
5758,35,12,69
5759,55,10,69
5760,38,6,69
5761,50,14,69
5762,52,8,69
5763,38,12,69
5764,50,11,69
5765,43,14,69
5766,47,8,69
5767,54,6,69
5768,45,11,68
5769,42,13,68
5770,53,10,68
5771,57,12,68
5772,27,11,68
5773,21,10,68
5774,58,3,68
5775,50,11,68
5776,57,10,68
5777,52,12,68
5778,51,17,68
5779,47,12,68
5780,29,12,68
5781,41,7,68
5782,45,13,68
5783,54,10,68
5784,53,12,68
5785,55,6,68
5786,30,14,68
5787,46,16,68
5788,41,12,68
5789,45,10,68
5790,54,11,68
5791,30,14,68
5792,51,11,68
5793,41,9,68
5794,42,12,68
5795,46,10,68
5796,42,12,68
5797,48,15,68
5798,44,8,68
5799,45,10,68
5800,55,13,68
5801,49,14,68
5802,49,10,68
5803,49,12,68
5804,50,13,68
5805,46,8,68
5806,46,11,68
5807,51,5,68
5808,35,10,68
5809,41,14,68
5810,61,14,67
5811,32,9,67
5812,29,15,67
5813,50,14,67
5814,44,14,67
5815,35,16,67
5816,50,12,67
5817,44,15,67
5818,42,9,67
5819,27,3,67
5820,48,6,67
5821,1,10,67
5822,43,4,67
5823,53,11,67
5824,43,15,67
5825,48,9,67
5826,30,12,67
5827,39,5,67
5828,36,11,67
5829,48,11,67
5830,50,11,67
5831,23,13,67
5832,47,5,67
5833,58,13,67
5834,39,13,67
5835,54,1,67
5836,49,8,67
5837,51,13,67
5838,53,9,67
5839,52,8,67
5840,56,14,67
5841,18,14,67
5842,47,14,67
5843,53,12,67
5844,48,6,66
5845,38,16,66
5846,52,8,66
5847,52,16,66
5848,52,12,66
5849,48,12,66
5850,30,7,66
5851,31,12,66
5852,47,13,66
5853,41,9,66
5854,4,6,66
5855,40,11,66
5856,43,14,66
5857,52,12,66
5858,55,12,66
5859,23,5,66
5860,47,9,66
5861,45,14,66
5862,26,7,66
5863,27,11,66
5864,41,12,66
5865,45,9,66
5866,51,14,66
5867,29,9,66
5868,53,16,66
5869,50,8,66
5870,48,11,66
5871,55,12,66
5872,51,12,66
5873,54,15,66
5874,51,10,66
5875,47,11,66
5876,52,10,66
5877,52,9,66
5878,55,13,66
5879,53,10,66
5880,42,12,66
5881,55,4,66
5882,50,11,66
5883,54,15,66
5884,47,11,66
5885,49,9,66
5886,43,10,65
5887,48,12,65
5888,43,11,65
5889,40,13,65
5890,57,12,65
5891,49,13,65
5892,23,12,65
5893,58,10,65
5894,53,7,65
5895,46,9,65
5896,45,12,65
5897,32,12,65
5898,56,17,65
5899,52,12,65
5900,49,14,65
5901,50,12,65
5902,24,9,65
5903,48,9,65
5904,47,6,65
5905,51,14,65
5906,53,14,65
5907,46,12,65
5908,32,11,65
5909,53,11,65
5910,46,7,65
5911,54,11,65
5912,48,13,64
5913,49,14,64
5914,50,11,64
5915,46,15,64
5916,42,8,64
5917,39,9,64
5918,19,8,64
5919,43,11,64
5920,55,10,64
5921,50,8,64
5922,46,14,64
5923,46,13,64
5924,49,12,64
5925,49,12,64
5926,43,13,64
5927,10,12,64
5928,38,13,64
5929,43,8,64
5930,53,11,64
5931,35,7,64
5932,44,11,64
5933,48,6,64
5934,40,12,64
5935,52,11,64
5936,45,12,64
5937,23,6,64
5938,47,11,64
5939,40,10,64
5940,44,8,64
5941,51,9,64
5942,49,13,64
5943,42,3,64
5944,36,13,64
5945,47,16,64
5946,50,8,64
5947,44,10,64
5948,38,13,64
5949,51,14,64
5950,34,11,63
5951,45,11,63
5952,23,12,63
5953,51,12,63
5954,48,8,63
5955,43,15,63
5956,54,12,63
5957,56,14,63
5958,32,12,63
5959,30,12,63
5960,48,14,63
5961,55,12,63
5962,51,14,63
5963,55,14,63
5964,32,14,63
5965,47,8,63
5966,50,11,63
5967,49,12,63
5968,52,14,63
5969,43,12,63
5970,30,10,63
5971,53,16,63
5972,36,11,63
5973,33,7,63
5974,37,10,63
5975,46,4,63
5976,54,7,63
5977,40,9,63
5978,52,13,63
5979,57,11,63
5980,42,12,63
5981,49,12,63
5982,55,14,63
5983,49,11,63
5984,51,9,63
5985,52,10,63
5986,49,11,63
5987,52,11,63
5988,44,11,63
5989,47,14,63
5990,35,13,63
5991,51,12,62
5992,46,11,62
5993,43,10,62
5994,52,12,62
5995,51,11,62
5996,21,8,62
5997,51,7,62
5998,40,13,62
5999,56,12,62
6000,52,13,62
6001,49,8,62
6002,29,10,62
6003,49,16,62
6004,53,6,62
6005,53,13,62
6006,49,6,62
6007,21,9,62
6008,51,16,62
6009,44,13,62
6010,50,12,62
6011,44,11,62
6012,51,14,62
6013,48,11,62
6014,39,11,62
6015,50,10,62
6016,49,9,62
6017,49,7,62
6018,54,10,62
6019,11,12,62
6020,45,9,62
6021,50,11,62
6022,49,12,62
6023,45,13,62
6024,27,11,62
6025,28,12,62
6026,25,13,62
6027,50,6,61
6028,46,15,61
6029,50,10,61
6030,48,8,61
6031,49,6,61
6032,51,10,61
6033,45,10,61
6034,24,8,61
6035,36,8,61
6036,55,15,61
6037,44,9,61
6038,57,12,61
6039,32,14,61
6040,53,13,61
6041,36,11,61
6042,51,12,61
6043,47,14,61
6044,33,11,61
6045,49,13,61
6046,54,14,61
6047,51,13,61
6048,43,11,61
6049,41,12,61
6050,45,11,61
6051,50,11,61
6052,58,10,61
6053,34,14,61
6054,37,12,61
6055,38,13,61
6056,48,6,61
6057,35,2,61
6058,48,12,61
6059,15,14,60
6060,49,11,60
6061,50,15,60
6062,39,4,60
6063,48,11,60
6064,42,15,60
6065,48,11,60
6066,43,7,60
6067,41,12,60
6068,9,6,60
6069,23,10,60
6070,42,12,60
6071,57,10,60
6072,44,13,60
6073,37,13,60
6074,23,7,60
6075,47,6,60
6076,44,9,60
