petition_id,abstract_length,label_length,numberOfSignatures
1487,42,11,1985
1488,50,13,1981
1489,54,10,1981
1490,52,12,1980
1491,55,11,1979
1492,41,11,1976
1493,23,10,1975
1494,47,10,1975
1495,32,9,1972
1496,47,3,1967
1497,30,9,1966
1498,44,12,1964
1499,52,13,1962
1500,48,14,1955
1501,14,10,1955
1502,49,11,1952
1503,57,12,1951
1504,53,13,1948
1505,43,11,1948
1506,23,12,1935
1507,53,14,1933
1508,41,14,1933
1509,24,7,1933
1510,34,13,1932
1511,50,8,1926
1512,51,14,1921
1513,46,13,1921
1514,45,13,1920
1515,53,12,1919
1516,52,10,1918
1517,52,8,1918
1518,56,14,1914
1519,41,8,1913
1520,51,13,1913
1521,56,12,1911
1522,41,5,1911
1523,49,13,1904
1524,38,12,1902
1525,41,14,1900
1526,46,13,1896
1527,17,9,1894
1528,49,13,1893
1529,51,13,1892
1530,46,10,1890
1531,37,14,1883
1532,51,8,1882
1533,54,10,1881
1534,40,9,1875
1535,39,14,1873
1536,58,7,1872
1537,38,14,1858
1538,49,8,1855
1539,51,13,1851
1540,43,8,1847
1541,50,8,1845
1542,45,14,1844
1543,43,10,1843
1544,48,14,1840
1545,35,7,1838
1546,50,12,1832
1547,29,11,1828
1548,48,13,1827
1549,43,10,1827
1550,50,11,1826
1551,44,11,1825
1552,45,10,1824
1553,53,11,1823
1554,45,6,1818
1555,49,13,1813
1556,41,13,1812
1557,24,9,1807
1558,41,10,1807
1559,46,8,1807
1560,49,16,1803
1561,47,14,1801
1562,45,13,1796
1563,46,12,1790
1564,49,14,1789
1565,40,11,1788
1566,56,12,1785
1567,48,8,1784
1568,48,7,1783
1569,49,12,1782
1570,42,13,1782
1571,47,15,1781
1572,49,12,1781
1573,43,10,1777
1574,21,8,1772
1575,52,11,1767
1576,49,6,1765
1577,43,13,1765
1578,49,9,1762
1579,43,13,1759
1580,62,8,1755
1581,35,11,1753
1582,50,10,1752
1583,49,14,1752
1584,50,12,1751
1585,47,13,1748
1586,45,9,1746
1587,52,11,1744
1588,46,13,1739
1589,41,14,1735
1590,51,6,1730
1591,42,12,1730
1592,44,12,1730
1593,58,10,1729
1594,56,14,1729
1595,50,8,1727
1596,50,11,1723
1597,47,12,1721
1598,54,13,1719
1599,52,12,1717
1600,45,13,1712
1601,41,9,1710
1602,48,12,1708
1603,53,8,1708
1604,51,12,1699
1605,50,9,1695
1606,51,8,1694
1607,27,8,1692
1608,45,14,1690
1609,41,12,1683
1610,51,15,1682
1611,47,13,1680
1612,54,10,1679
1613,48,12,1678
1614,58,13,1677
1615,47,11,1675
1616,47,13,1673
1617,7,8,1672
1618,48,10,1670
1619,49,15,1664
1620,58,13,1663
1621,47,8,1661
1622,31,11,1661
1623,44,12,1659
1624,52,7,1659
1625,45,12,1657
1626,52,14,1656
1627,52,5,1652
1628,35,10,1652
1629,45,4,1650
1630,46,10,1644
1631,53,13,1638
1632,49,14,1638
1633,49,6,1638
1634,48,11,1632
1635,43,10,1632
1636,19,12,1631
1637,52,12,1625
1638,37,11,1623
1639,47,14,1620
1640,49,9,1616
1641,49,11,1616
1642,31,12,1614
1643,53,15,1614
1644,51,7,1614
1645,50,11,1613
1646,48,12,1610
1647,50,11,1608
1648,39,9,1606
1649,42,13,1601
1650,56,12,1597
1651,46,9,1597
1652,44,12,1596
1653,52,12,1592
1654,24,14,1590
1655,48,13,1590
1656,35,6,1588
1657,48,7,1587
1658,50,9,1580
1659,44,15,1578
1660,32,13,1577
1661,50,15,1576
1662,54,13,1575
1663,49,15,1574
1664,48,10,1574
1665,55,8,1574
1666,55,13,1573
1667,29,7,1572
1668,38,17,1570
1669,43,13,1569
1670,53,9,1568
1671,46,9,1563
1672,53,11,1562
1673,50,14,1561
1674,51,9,1561
1675,45,11,1561
1676,24,11,1560
1677,41,11,1560
1678,46,11,1555
1679,54,12,1555
1680,50,13,1554
1681,20,8,1553
1682,41,11,1552
1683,40,11,1547
1684,52,10,1547
1685,50,14,1537
1686,45,10,1536
1687,51,14,1535
1688,52,7,1535
1689,50,14,1533
1690,45,9,1532
1691,47,7,1531
1692,52,11,1529
1693,50,13,1528
1694,56,12,1528
1695,58,14,1525
1696,39,8,1524
1697,49,11,1520
1698,41,5,1518
1699,44,12,1516
1700,23,14,1515
1701,54,12,1514
1702,31,11,1511
1703,50,9,1507
1704,53,12,1506
1705,44,9,1505
1706,20,10,1505
1707,45,10,1500
1708,55,10,1496
1709,51,10,1494
1710,51,9,1494
1711,45,6,1491
1712,7,7,1488
1713,45,14,1488
1714,36,10,1488
1715,45,12,1485
1716,38,10,1484
1717,31,11,1483
1718,55,11,1483
1719,31,12,1481
1720,21,15,1480
1721,45,11,1480
1722,23,9,1479
1723,46,12,1477
1724,36,11,1477
1725,49,11,1476
1726,46,10,1475
1727,51,11,1474
1728,53,12,1471
1729,44,12,1468
1730,55,11,1466
1731,50,11,1466
1732,50,11,1462
1733,48,10,1460
1734,51,14,1459
1735,45,13,1456
1736,47,11,1455
1737,27,9,1451
1738,45,12,1446
1739,44,10,1444
1740,47,10,1440
1741,47,13,1437
1742,44,9,1435
1743,41,12,1435
1744,45,9,1432
1745,44,13,1432
1746,19,11,1430
1747,47,13,1429
1748,36,9,1428
1749,57,13,1427
1750,1,4,1424
1751,45,10,1421
1752,50,11,1421
1753,40,8,1417
1754,48,7,1412
1755,49,10,1410
1756,53,10,1404
1757,58,13,1404
1758,33,4,1404
1759,47,11,1402
1760,54,11,1401
1761,50,10,1400
1762,46,11,1399
1763,48,5,1398
1764,47,11,1398
1765,15,4,1398
1766,34,12,1396
1767,44,13,1394
1768,50,11,1393
1769,35,7,1393
1770,55,4,1393
1771,47,13,1391
1772,31,11,1388
1773,53,13,1387
1774,43,14,1382
1775,36,12,1382
1776,44,11,1381
1777,46,9,1380
1778,49,9,1378
1779,53,14,1374
1780,39,8,1372
1781,53,12,1371
1782,27,8,1370
1783,30,11,1368
1784,51,11,1367
1785,42,12,1367
1786,46,10,1367
1787,44,8,1363
1788,49,10,1362
1789,21,14,1361
1790,30,12,1361
1791,50,11,1360
1792,42,9,1360
1793,40,9,1359
1794,46,9,1358
1795,42,12,1358
1796,47,12,1357
1797,47,14,1356
1798,46,13,1355
1799,48,9,1354
1800,44,9,1354
1801,35,11,1353
1802,50,13,1348
1803,51,7,1348
1804,56,16,1340
1805,31,11,1340
1806,23,12,1338
1807,38,14,1336
1808,57,16,1335
1809,61,16,1330
1810,31,11,1329
1811,33,5,1323
1812,47,11,1321
1813,42,16,1320
1814,48,9,1320
1815,46,13,1316
1816,49,15,1315
1817,42,14,1312
1818,51,11,1312
1819,43,12,1309
1820,52,11,1309
1821,32,14,1308
1822,47,12,1305
1823,54,14,1305
1824,43,7,1305
1825,41,11,1302
1826,40,6,1300
1827,51,16,1299
1828,56,15,1298
1829,46,7,1298
1830,43,8,1297
1831,47,8,1297
1832,14,6,1294
1833,38,4,1294
1834,53,13,1292
1835,53,12,1290
1836,51,14,1288
1837,46,10,1288
1838,52,12,1288
1839,47,10,1287
1840,48,9,1286
1841,35,8,1285
1842,46,14,1282
1843,52,15,1278
1844,48,11,1278
1845,49,9,1278
1846,34,12,1276
1847,10,11,1274
1848,50,11,1273
1849,53,13,1267
1850,45,8,1265
1851,46,12,1264
1852,50,14,1264
1853,53,12,1264
1854,50,10,1262
1855,50,12,1261
1856,47,7,1257
1857,56,7,1255
1858,44,15,1254
1859,47,12,1252
1860,48,12,1252
1861,49,15,1250
1862,45,14,1248
1863,35,11,1248
1864,28,13,1247
1865,50,11,1247
1866,46,4,1247
1867,48,12,1246
1868,48,11,1246
1869,44,11,1245
1870,40,11,1245
1871,47,14,1243
1872,52,12,1242
1873,47,11,1242
1874,39,5,1240
1875,47,9,1240
1876,31,12,1239
1877,37,16,1238
1878,37,14,1236
1879,21,9,1235
1880,48,10,1230
1881,48,11,1227
1882,52,10,1227
1883,52,11,1222
1884,49,8,1220
1885,31,13,1218
1886,48,12,1217
1887,48,13,1211
1888,53,12,1209
1889,32,12,1208
1890,59,17,1207
1891,22,10,1207
1892,52,9,1204
1893,47,7,1204
1894,45,6,1203
1895,41,14,1202
1896,52,14,1202
1897,37,10,1201
1898,52,12,1200
1899,44,11,1200
1900,31,11,1199
1901,52,7,1198
1902,53,14,1196
1903,41,14,1194
1904,49,13,1194
1905,44,11,1194
1906,25,8,1193
1907,52,13,1192
1908,26,10,1191
1909,49,14,1191
1910,47,13,1187
1911,41,10,1185
1912,50,10,1184
1913,25,12,1183
1914,48,15,1183
1915,48,11,1182
1916,32,10,1181
1917,47,10,1177
1918,53,15,1176
1919,51,13,1175
1920,22,14,1174
1921,44,12,1174
1922,28,7,1171
1923,45,13,1170
1924,32,10,1169
1925,52,14,1168
1926,52,10,1167
1927,41,12,1164
1928,52,12,1163
1929,48,7,1160
1930,56,6,1159
1931,42,13,1159
1932,49,12,1158
1933,39,4,1157
1934,42,9,1156
1935,43,11,1155
1936,44,14,1155
1937,48,10,1152
1938,30,11,1150
1939,44,7,1149
1940,52,12,1148
1941,41,12,1147
1942,48,9,1145
1943,25,7,1144
1944,19,11,1144
1945,31,10,1139
1946,40,11,1138
1947,30,8,1138
1948,41,6,1137
1949,59,15,1135
1950,14,12,1135
1951,54,13,1134
1952,49,11,1134
1953,40,6,1134
1954,46,12,1133
1955,48,7,1133
1956,10,6,1132
1957,47,11,1131
1958,42,12,1127
1959,20,7,1124
1960,42,10,1124
1961,36,12,1123
1962,46,11,1123
1963,51,13,1122
1964,33,13,1121
1965,48,7,1120
1966,35,8,1118
1967,48,11,1117
1968,21,7,1115
1969,42,9,1115
1970,55,8,1114
1971,50,13,1112
1972,44,14,1110
1973,47,12,1108
1974,48,11,1107
1975,40,13,1107
1976,43,10,1105
1977,48,14,1105
1978,47,13,1105
1979,49,4,1104
1980,39,10,1102
1981,51,12,1101
1982,41,9,1100
1983,33,9,1099
1984,49,11,1099
1985,50,13,1095
1986,25,15,1092
1987,46,13,1091
1988,36,15,1090
1989,17,11,1089
1990,52,12,1088
1991,51,12,1088
1992,49,10,1087
1993,46,11,1087
1994,45,6,1087
1995,47,10,1083
1996,53,11,1082
1997,43,7,1082
1998,40,12,1079
1999,41,10,1078
2000,26,9,1075
2001,33,6,1074
2002,50,9,1074
2003,47,13,1074
2004,41,15,1073
2005,55,14,1070
2006,46,12,1069
2007,32,11,1069
2008,34,7,1069
2009,45,11,1068
2010,47,14,1068
2011,47,12,1066
2012,52,7,1065
2013,46,13,1064
2014,35,9,1064
2015,22,8,1063
2016,52,14,1062
2017,45,12,1061
2018,35,14,1058
2019,37,10,1054
2020,16,9,1054
2021,48,7,1053
2022,54,7,1052
2023,45,11,1052
2024,33,10,1051
2025,42,9,1051
2026,40,6,1051
2027,52,15,1050
2028,44,9,1050
2029,58,10,1050
2030,58,14,1049
2031,44,14,1049
2032,46,11,1048
2033,49,12,1047
2034,44,12,1046
2035,51,10,1046
2036,48,8,1045
2037,27,11,1045
2038,52,9,1044
2039,52,12,1044
2040,44,10,1043
2041,45,13,1043
2042,47,14,1042
2043,52,12,1041
2044,56,14,1041
2045,33,10,1041
2046,46,12,1038
2047,52,8,1037
2048,45,14,1037
2049,49,8,1036
2050,27,11,1036
2051,38,9,1035
2052,37,13,1034
2053,46,8,1029
2054,43,14,1029
2055,47,13,1028
2056,47,7,1027
2057,54,10,1025
2058,51,13,1024
2059,45,11,1023
2060,40,5,1022
2061,41,10,1020
2062,56,14,1019
2063,53,14,1018
2064,44,10,1018
2065,46,10,1017
2066,49,11,1017
2067,57,15,1017
2068,27,13,1016
2069,51,13,1015
2070,50,11,1013
2071,52,14,1013
2072,45,11,1011
2073,44,8,1011
2074,55,14,1009
2075,47,10,1009
2076,38,12,1009
2077,46,11,1007
2078,38,16,1005
2079,51,12,1005
2080,46,10,1005
2081,15,11,1002
2082,53,11,1001
2083,43,11,1000
2084,36,11,995
2085,44,15,993
2086,41,12,993
2087,41,12,991
2088,45,8,991
2089,43,14,989
2090,42,10,987
2091,47,10,986
2092,29,15,986
2093,46,15,982
2094,44,11,982
2095,43,15,981
2096,48,13,978
2097,39,12,976
2098,43,8,975
2099,30,10,975
2100,7,9,975
2101,29,11,974
2102,36,8,971
2103,42,13,971
2104,11,12,969
2105,46,13,968
2106,49,15,967
2107,44,11,966
2108,38,4,964
2109,47,3,963
2110,49,12,963
2111,50,15,962
2112,19,12,962
2113,54,16,962
2114,51,13,962
2115,46,4,961
2116,44,10,961
2117,40,8,960
2118,47,8,959
2119,42,14,959
2120,48,6,958
2121,42,8,958
2122,47,12,958
2123,49,9,957
2124,17,12,956
2125,55,11,955
2126,52,7,954
2127,50,11,951
2128,28,6,950
2129,11,3,950
2130,60,7,948
2131,25,14,942
2132,50,8,942
2133,53,10,940
2134,47,14,940
2135,53,13,939
2136,47,9,939
2137,48,7,938
2138,56,11,937
2139,51,7,936
2140,39,13,936
2141,49,9,934
2142,47,11,934
2143,16,5,932
2144,46,12,931
2145,35,10,927
2146,42,10,926
2147,38,11,926
2148,28,7,926
2149,57,14,925
2150,42,14,925
2151,24,13,924
2152,45,11,923
2153,36,9,921
2154,31,13,921
2155,49,14,919
2156,46,13,916
2157,50,14,916
2158,48,13,915
2159,48,12,915
2160,52,11,915
2161,52,16,914
2162,44,13,914
2163,33,14,912
2164,39,7,911
2165,49,13,907
2166,48,13,906
2167,38,14,905
2168,46,13,905
2169,52,11,904
2170,46,11,904
2171,46,13,900
2172,24,12,898
2173,36,9,897
2174,47,7,897
2175,45,10,896
2176,24,13,896
2177,48,12,895
2178,47,7,894
2179,40,5,894
2180,51,12,892
2181,35,7,892
2182,45,13,892
2183,43,10,891
2184,41,11,891
2185,54,11,890
2186,40,8,890
2187,47,16,890
2188,55,11,890
2189,47,12,889
2190,48,12,889
2191,57,14,888
2192,45,13,887
2193,51,12,884
2194,53,8,884
2195,45,5,884
2196,47,10,882
2197,46,14,882
2198,44,15,881
2199,56,13,879
2200,47,10,878
2201,44,11,876
2202,52,12,875
2203,46,13,875
2204,47,9,872
2205,45,12,872
2206,53,11,871
2207,50,13,870
2208,50,11,870
2209,49,13,869
2210,42,10,869
2211,54,16,869
2212,47,13,868
2213,42,12,865
2214,28,13,865
2215,53,14,863
2216,52,9,862
2217,47,7,861
2218,47,10,860
2219,42,16,860
2220,40,11,860
2221,43,10,859
2222,52,9,858
2223,48,11,857
2224,56,12,857
2225,51,13,856
2226,52,5,856
2227,49,8,855
2228,52,12,854
2229,40,12,854
2230,21,6,854
2231,55,11,846
2232,35,6,845
2233,27,9,845
2234,56,12,844
2235,47,9,844
2236,57,13,844
2237,43,12,843
2238,54,14,842
2239,48,13,841
2240,48,15,840
2241,34,14,838
2242,15,9,838
2243,49,12,837
2244,51,12,836
2245,27,5,835
2246,45,7,834
2247,40,11,833
2248,47,10,833
2249,60,12,830
2250,39,6,828
2251,45,12,827
2252,34,11,827
2253,43,11,823
2254,54,13,821
2255,45,12,821
2256,48,7,820
2257,54,11,820
2258,46,9,819
2259,51,14,818
2260,51,6,818
2261,48,12,817
2262,54,6,815
2263,51,12,814
2264,38,10,813
2265,55,15,813
2266,45,6,813
2267,46,10,813
2268,40,9,812
2269,55,8,812
2270,38,11,809
2271,46,13,809
2272,46,14,809
2273,49,14,808
2274,45,10,804
2275,55,11,802
2276,54,12,801
2277,56,9,800
2278,51,10,800
2279,42,6,800
2280,47,10,798
2281,47,15,797
2282,55,13,797
2283,49,11,796
2284,50,12,796
2285,39,12,795
2286,35,15,794
2287,42,12,793
2288,19,11,793
2289,38,12,793
2290,46,11,792
2291,59,11,792
2292,44,5,791
2293,48,11,791
2294,46,9,791
2295,45,14,790
2296,50,13,790
2297,34,12,790
2298,46,13,790
2299,39,3,790
2300,49,8,789
2301,31,13,788
2302,48,12,786
2303,49,13,785
2304,56,15,785
2305,48,5,785
2306,46,11,784
2307,45,14,784
2308,41,9,784
2309,51,7,784
2310,41,12,783
2311,52,10,782
2312,51,10,781
2313,52,10,780
2314,16,10,780
2315,56,8,779
2316,43,11,778
2317,47,12,777
2318,51,13,777
2319,56,12,775
2320,51,10,774
2321,54,13,774
2322,51,12,773
2323,53,11,773
2324,56,13,772
2325,47,11,771
2326,51,12,770
2327,47,13,770
2328,48,11,770
2329,13,10,769
2330,49,12,767
2331,47,9,767
2332,50,8,767
2333,26,9,766
2334,59,9,766
2335,53,8,764
2336,34,8,764
2337,45,11,763
2338,52,11,762
2339,46,11,762
2340,49,14,761
2341,32,12,760
2342,56,14,760
2343,48,14,759
2344,52,14,759
2345,53,10,757
2346,47,9,757
2347,59,6,757
2348,46,10,756
2349,53,13,755
2350,49,10,754
2351,51,15,751
2352,47,9,751
2353,47,9,750
2354,47,13,750
2355,48,11,749
2356,24,10,749
2357,31,13,747
2358,37,15,746
2359,50,13,746
2360,49,13,745
2361,43,12,739
2362,9,5,738
2363,54,14,738
2364,57,11,736
2365,49,8,735
2366,51,10,735
2367,35,11,735
2368,21,5,733
2369,51,12,732
2370,46,14,732
2371,46,12,731
2372,45,14,730
2373,36,13,729
2374,28,8,729
2375,61,12,728
2376,47,13,727
2377,42,11,726
2378,49,13,726
2379,48,13,726
2380,42,6,724
2381,50,9,723
2382,39,11,722
2383,48,13,721
2384,45,11,720
2385,47,10,720
2386,37,8,719
2387,48,8,719
2388,46,15,719
2389,47,13,719
2390,41,13,718
2391,38,9,718
2392,46,7,714
2393,53,12,713
2394,41,13,712
2395,51,14,711
2396,49,13,710
2397,63,12,710
2398,54,14,708
2399,42,10,707
2400,36,11,707
2401,46,11,706
2402,58,14,705
2403,50,11,705
2404,48,8,704
2405,29,8,703
2406,52,11,702
2407,58,8,701
2408,37,13,700
2409,45,12,700
2410,56,12,700
2411,39,12,699
2412,47,10,698
2413,44,4,697
2414,49,10,695
2415,32,11,695
2416,45,9,694
2417,56,12,693
2418,25,10,693
2419,51,12,693
2420,53,12,692
2421,50,8,692
2422,46,7,691
2423,48,10,691
2424,47,5,690
2425,50,13,689
2426,17,14,687
2427,43,12,687
2428,49,8,685
2429,53,16,684
2430,29,14,683
2431,53,12,682
2432,47,11,681
2433,42,13,681
2434,50,11,680
2435,56,9,678
2436,42,12,678
2437,54,13,677
2438,18,6,675
2439,49,11,673
2440,44,11,673
2441,52,11,672
2442,49,12,672
2443,52,13,672
2444,51,11,672
2445,55,6,671
2446,43,7,671
2447,49,12,668
2448,35,12,668
2449,50,9,668
2450,46,8,667
2451,45,11,667
2452,50,13,666
2453,52,8,665
2454,31,9,665
2455,39,11,665
2456,49,12,664
2457,46,12,663
2458,58,15,661
2459,52,12,661
2460,50,13,659
2461,43,13,658
2462,42,7,657
2463,52,11,657
2464,50,13,656
2465,30,12,656
2466,49,13,656
2467,50,9,655
2468,51,11,655
2469,40,9,655
2470,16,6,655
2471,50,10,654
2472,45,13,652
2473,49,13,652
2474,53,10,652
2475,49,8,649
2476,47,12,649
2477,47,9,648
2478,51,12,648
2479,43,14,648
2480,52,14,647
2481,44,13,647
2482,32,13,647
2483,43,9,646
2484,52,16,644
2485,53,9,644
2486,52,11,643
2487,49,11,643
2488,51,14,643
2489,47,9,642
2490,49,11,642
2491,49,14,641
2492,21,12,641
2493,49,12,640
2494,28,6,640
2495,44,11,640
2496,52,4,639
2497,43,9,639
2498,51,12,637
2499,48,12,636
2500,47,14,635
2501,42,15,635
2502,49,10,634
2503,34,9,634
2504,47,11,634
2505,47,13,633
2506,54,11,632
2507,45,11,632
2508,43,12,632
2509,51,11,631
2510,47,11,629
2511,45,11,627
2512,47,14,626
2513,51,11,624
2514,45,9,624
2515,49,7,623
2516,40,12,623
2517,43,11,623
2518,48,8,622
2519,44,10,622
2520,54,12,618
2521,25,8,617
2522,53,9,617
2523,43,16,616
2524,51,15,616
2525,52,10,615
2526,45,13,615
2527,42,11,614
2528,46,8,614
2529,38,6,612
2530,32,12,612
2531,53,12,612
2532,43,11,611
2533,53,11,610
2534,50,12,610
2535,52,11,609
2536,16,5,609
2537,53,12,609
2538,46,12,609
2539,41,13,608
2540,39,9,608
2541,29,8,607
2542,41,13,607
2543,47,8,607
2544,54,13,606
2545,32,8,606
2546,39,10,605
2547,33,12,605
2548,54,6,605
2549,45,11,604
2550,45,11,604
2551,24,13,603
2552,55,15,601
2553,49,13,601
2554,58,16,600
2555,34,13,599
2556,53,9,599
2557,45,12,598
2558,54,9,598
2559,34,11,598
2560,23,11,598
2561,36,6,597
2562,38,13,597
2563,39,12,597
2564,55,13,595
2565,52,13,593
2566,43,12,593
2567,43,12,591
2568,55,10,591
2569,52,9,591
2570,54,6,591
2571,46,13,589
2572,41,15,589
2573,49,12,589
2574,43,12,589
2575,49,10,588
2576,13,11,588
2577,43,15,587
2578,50,10,587
2579,43,12,586
2580,18,13,586
2581,48,15,586
2582,37,9,585
2583,50,16,584
2584,51,11,584
2585,31,11,584
2586,31,8,583
2587,34,14,582
2588,48,13,581
2589,33,9,581
2590,49,7,580
2591,55,8,580
2592,32,12,580
2593,43,10,580
2594,46,16,579
2595,52,14,579
2596,39,13,579
2597,52,15,579
2598,46,11,577
2599,50,11,577
2600,46,13,577
2601,24,10,576
2602,29,8,576
2603,50,14,576
2604,57,12,575
2605,57,12,575
2606,44,13,574
2607,33,7,573
2608,52,14,573
2609,55,13,573
2610,43,11,572
2611,10,13,572
2612,44,10,572
2613,51,9,571
2614,47,11,569
2615,50,10,569
2616,39,10,569
2617,50,12,568
2618,52,12,566
2619,48,9,566
2620,50,11,565
2621,30,11,564
2622,49,10,564
2623,56,11,564
2624,46,12,564
2625,54,12,564
2626,52,12,564
2627,53,8,563
2628,48,13,563
2629,50,6,562
2630,49,5,562
2631,46,10,561
2632,47,7,561
2633,54,12,561
2634,41,10,560
2635,34,12,559
2636,45,8,559
2637,50,11,558
2638,25,6,556
2639,45,13,556
2640,57,11,556
2641,11,15,555
2642,48,11,555
2643,47,13,555
2644,48,9,554
2645,50,9,554
2646,49,12,549
2647,48,9,549
2648,46,11,548
2649,51,14,548
2650,48,15,547
2651,41,8,547
2652,51,9,546
2653,51,9,546
2654,30,15,545
2655,55,17,545
2656,42,10,544
2657,53,12,544
2658,46,12,542
2659,38,8,542
2660,47,11,540
2661,52,11,538
2662,55,7,535
2663,46,8,535
2664,55,10,533
2665,36,13,532
2666,29,14,532
2667,47,14,531
2668,47,13,531
2669,54,7,531
2670,32,8,530
2671,48,10,528
2672,51,13,528
2673,49,15,528
2674,27,12,527
2675,51,11,527
2676,54,12,527
2677,8,2,526
2678,34,9,526
2679,38,12,526
2680,58,15,526
2681,50,14,526
2682,56,14,526
2683,38,10,525
2684,50,11,523
2685,46,12,523
2686,30,12,523
2687,52,12,522
2688,48,11,521
2689,54,6,521
2690,45,10,521
2691,60,6,520
2692,51,13,520
2693,1,10,519
2694,54,12,519
2695,43,11,517
2696,50,6,516
2697,39,12,515
2698,49,14,515
2699,45,7,514
2700,32,12,514
2701,49,10,512
2702,34,14,512
2703,53,12,511
2704,51,6,511
2705,31,12,511
2706,17,7,511
2707,48,12,510
2708,49,10,510
2709,50,13,510
2710,49,13,510
2711,42,14,510
2712,43,12,509
2713,44,3,509
2714,54,4,508
2715,29,11,508
2716,42,16,508
2717,23,8,508
2718,58,17,508
2719,45,11,507
2720,52,14,507
2721,51,13,507
2722,50,13,507
2723,34,12,507
2724,26,16,506
2725,52,14,506
2726,50,12,506
2727,35,11,506
2728,50,12,506
2729,32,7,505
2730,32,13,505
2731,20,6,504
2732,47,11,503
2733,29,13,503
2734,35,9,503
2735,53,10,503
2736,44,7,502
2737,44,12,502
2738,19,13,502
2739,45,15,501
2740,18,10,500
2741,43,14,500
2742,33,8,497
2743,50,11,496
2744,27,12,496
2745,16,12,496
2746,47,11,495
2747,48,4,494
2748,41,12,494
2749,26,9,494
2750,20,10,494
2751,50,14,493
2752,51,11,492
2753,41,13,492
2754,51,15,492
2755,43,12,492
2756,25,9,492
2757,36,7,491
2758,56,13,491
2759,39,11,491
2760,43,5,491
2761,51,9,491
2762,40,10,490
2763,53,11,489
2764,44,12,489
2765,42,13,489
2766,34,11,489
2767,51,5,488
2768,43,8,488
2769,44,6,487
2770,47,12,487
2771,31,7,487
2772,53,10,486
2773,45,11,486
2774,49,8,485
2775,51,11,484
2776,47,12,484
2777,55,11,484
2778,47,12,484
2779,51,14,483
2780,38,12,482
2781,35,7,481
2782,15,8,481
2783,54,12,480
2784,44,9,480
2785,45,14,480
2786,45,12,480
2787,49,11,479
2788,51,12,479
2789,48,10,478
2790,54,12,478
2791,47,14,478
2792,48,13,478
2793,42,10,478
2794,48,13,478
2795,56,14,478
2796,53,15,476
2797,36,4,475
2798,50,14,474
2799,45,8,473
2800,48,12,472
2801,39,11,472
2802,51,10,472
2803,53,12,471
2804,22,7,470
2805,43,11,470
2806,49,9,469
2807,50,11,469
2808,49,10,468
2809,53,14,468
2810,44,10,468
2811,57,11,468
2812,24,12,467
2813,37,12,467
2814,54,12,467
2815,45,12,465
2816,51,6,465
2817,21,13,465
2818,31,12,464
2819,52,13,463
2820,50,11,462
2821,60,16,462
2822,48,15,460
2823,33,11,459
2824,44,15,458
2825,31,12,458
2826,24,10,458
2827,55,11,458
2828,50,12,457
2829,43,8,457
2830,44,10,456
2831,51,14,456
2832,32,11,456
2833,42,10,455
2834,54,13,455
2835,49,12,455
2836,29,5,455
2837,53,7,455
2838,41,12,454
2839,32,7,454
2840,40,13,453
2841,45,13,452
2842,42,9,452
2843,50,12,452
2844,49,12,451
2845,42,7,451
2846,48,9,451
2847,42,9,451
2848,55,15,451
2849,45,9,450
2850,47,11,449
2851,52,7,449
2852,37,13,449
2853,42,13,448
2854,46,12,447
2855,43,11,447
2856,58,16,447
2857,50,15,446
2858,45,14,446
2859,48,13,445
2860,42,9,445
2861,39,11,445
2862,53,13,445
2863,57,11,444
2864,52,17,444
2865,53,10,444
2866,44,12,443
2867,46,11,443
2868,53,8,442
2869,43,12,442
2870,46,12,442
2871,43,10,441
2872,52,12,439
2873,48,12,439
2874,48,9,439
2875,43,14,438
2876,44,3,438
2877,51,15,437
2878,42,6,437
2879,44,12,436
2880,45,13,436
2881,29,11,436
2882,57,8,435
2883,48,14,435
2884,27,6,435
2885,43,6,435
2886,45,13,434
2887,53,15,433
2888,49,15,433
2889,42,9,433
2890,43,5,432
2891,50,8,432
2892,28,15,432
2893,50,14,432
2894,43,13,431
2895,48,12,431
2896,37,10,431
2897,45,9,429
2898,44,13,429
2899,44,12,429
2900,56,14,428
2901,37,11,428
2902,61,15,428
2903,53,14,428
2904,47,7,427
2905,37,11,425
2906,49,3,425
2907,47,13,424
2908,48,10,424
2909,49,9,424
2910,32,10,424
2911,50,13,424
2912,45,9,423
2913,53,11,422
2914,42,9,421
2915,48,7,421
2916,34,7,421
2917,49,12,420
2918,51,13,419
2919,51,10,418
2920,44,12,418
2921,50,10,417
2922,49,12,417
2923,47,11,417
2924,58,12,416
2925,41,9,415
2926,52,13,415
2927,47,11,415
2928,52,15,414
2929,12,10,413
2930,46,12,413
2931,51,8,413
2932,49,13,413
2933,33,6,413
2934,36,14,411
2935,31,7,411
2936,47,15,411
2937,44,13,410
2938,50,14,410
2939,40,7,410
2940,43,12,408
2941,48,11,408
2942,44,8,407
2943,51,10,407
2944,43,6,407
2945,23,11,407
2946,50,15,406
2947,49,14,406
2948,51,7,406
2949,54,13,405
2950,39,16,405
2951,50,9,405
2952,30,10,405
2953,60,12,404
2954,57,10,404
2955,46,12,404
2956,54,4,404
2957,45,7,404
2958,15,12,403
2959,37,11,403
2960,45,10,403
2961,52,8,403
2962,47,9,403
2963,29,13,403
2964,52,3,403
2965,54,11,402
2966,51,12,401
2967,60,13,401
2968,50,12,400
2969,39,7,399
2970,32,10,399
2971,47,10,399
2972,52,6,399
